"Date of 
Encashment","Bond
Number",Name of the Political Party,Denominations,"Account no. of
Political Party","Pay Branch
Code",Pay Teller
12-04-2019,OC775,All India Anna Dravida Munnetra Kazhagam,10000000,*******5199,800,2770121
12-04-2019,OC3975,All India Anna Dravida Munnetra Kazhagam,10000000,*******5199,800,2770121
12-04-2019,OC3967,All India Anna Dravida Munnetra Kazhagam,10000000,*******5199,800,2770121
12-04-2019,TL10418,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL126,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL116,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL10466,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL122,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL158,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL108,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL10446,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL10434,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL162,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL128,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL113,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL10423,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL110,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL131,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL164,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL118,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL10449,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL10417,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL10426,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL10420,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL10443,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL10452,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL160,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL10408,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL120,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL10464,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL124,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL10440,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,TL10469,All India Anna Dravida Munnetra Kazhagam,1000000,*******5199,800,2770121
12-04-2019,OC6646,Bharat Rashtra Samithi,10000000,*******7477,847,3367975
12-04-2019,OC6644,Bharat Rashtra Samithi,10000000,*******7477,847,3367975
12-04-2019,OC5470,Bharat Rashtra Samithi,10000000,*******7477,847,3367975
12-04-2019,OC5455,Bharat Rashtra Samithi,10000000,*******7477,847,3367975
12-04-2019,OC5467,Bharat Rashtra Samithi,10000000,*******7477,847,3367975
12-04-2019,OC5460,Bharat Rashtra Samithi,10000000,*******7477,847,3367975
12-04-2019,OC5463,Bharat Rashtra Samithi,10000000,*******7477,847,3367975
12-04-2019,OC5451,Bharat Rashtra Samithi,10000000,*******7477,847,3367975
12-04-2019,OC5458,Bharat Rashtra Samithi,10000000,*******7477,847,3367975
12-04-2019,OC5454,Bharat Rashtra Samithi,10000000,*******7477,847,3367975
12-04-2019,OC5474,Bharat Rashtra Samithi,10000000,*******7477,847,3367975
12-04-2019,OC5459,Bharat Rashtra Samithi,10000000,*******7477,847,3367975
12-04-2019,OC5475,Bharat Rashtra Samithi,10000000,*******7477,847,3367975
12-04-2019,OC5464,Bharat Rashtra Samithi,10000000,*******7477,847,3367975
12-04-2019,OC5453,Bharat Rashtra Samithi,10000000,*******7477,847,3367975
12-04-2019,OC5472,Bharat Rashtra Samithi,10000000,*******7477,847,3367975
12-04-2019,OC5471,Bharat Rashtra Samithi,10000000,*******7477,847,3367975
12-04-2019,OC5468,Bharat Rashtra Samithi,10000000,*******7477,847,3367975
12-04-2019,OC5450,Bharat Rashtra Samithi,10000000,*******7477,847,3367975
12-04-2019,OC5462,Bharat Rashtra Samithi,10000000,*******7477,847,3367975
12-04-2019,OC5457,Bharat Rashtra Samithi,10000000,*******7477,847,3367975
12-04-2019,OC5466,Bharat Rashtra Samithi,10000000,*******7477,847,3367975
12-04-2019,TL10876,Bharat Rashtra Samithi,1000000,*******7477,847,3367975
12-04-2019,TL10877,Bharat Rashtra Samithi,1000000,*******7477,847,3367975
12-04-2019,TL10885,Bharat Rashtra Samithi,1000000,*******7477,847,3367975
12-04-2019,TL10856,Bharat Rashtra Samithi,1000000,*******7477,847,3367975
12-04-2019,TL10870,Bharat Rashtra Samithi,1000000,*******7477,847,3367975
12-04-2019,OC4274,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4276,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5827,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5847,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4303,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4301,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5831,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4321,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5861,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4325,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5843,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5837,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5817,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4319,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4293,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4305,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5801,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5825,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4313,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5805,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5829,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5821,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5839,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5841,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5813,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5833,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4327,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4311,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4347,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4317,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5809,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5855,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4333,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4335,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4337,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4343,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4295,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4331,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5819,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5853,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5857,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4349,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5803,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5849,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4299,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4329,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4315,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4339,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5835,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5807,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5811,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4309,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4341,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5815,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4345,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5851,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4297,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5845,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4307,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4323,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5859,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5823,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5856,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5868,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5870,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5846,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5866,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5848,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5852,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5874,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5872,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5850,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5858,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5864,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5862,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5860,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5854,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5818,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5840,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5844,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5836,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5820,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5828,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5832,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5842,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5830,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5834,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5824,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5822,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5826,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5838,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5802,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4342,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4334,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5804,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4340,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4348,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4346,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4330,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4344,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4338,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4332,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4336,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5806,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4350,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC6603,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5886,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5896,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5890,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5888,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC6609,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5882,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC6607,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC6611,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5892,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5894,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC6605,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5885,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5871,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5875,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC5873,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC2588,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC2793,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC2810,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC4488,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5148,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC4432,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5173,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5107,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5101,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5211,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5102,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5130,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5149,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5216,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5213,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5151,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5215,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5214,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5103,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5128,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5105,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5212,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5126,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5150,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5142,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5127,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5144,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5106,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5123,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5146,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5147,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5108,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5124,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5121,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5143,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5145,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5109,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5129,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5104,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5192,Bharatiya Janata Party,10000000,*******8244,691,3627829
12-04-2019,OC4433,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5110,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5122,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5125,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC740,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC742,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC744,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6217,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6221,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6233,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6241,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6247,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6214,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6238,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC4592,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6203,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6231,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6227,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC4574,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6207,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6211,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6243,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6225,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6245,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6230,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6204,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC4582,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC4584,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6222,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6232,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6246,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6248,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6206,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6210,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6228,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6242,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6215,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6216,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6236,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6202,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6249,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6218,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6224,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC4585,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6229,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC4575,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6223,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6250,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC4594,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6201,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6205,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6208,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC4561,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC4595,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6220,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC4583,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6212,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6219,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6239,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6234,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6235,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6244,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC4593,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6237,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC6209,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5708,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5712,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5717,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5720,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5704,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,OC5722,Bharatiya Janata Party,10000000,*******8244,691,3300196
12-04-2019,TL6832,Bharatiya Janata Party,1000000,*******8244,691,3300196
12-04-2019,TL6838,Bharatiya Janata Party,1000000,*******8244,691,3300196
12-04-2019,TL6840,Bharatiya Janata Party,1000000,*******8244,691,3300196
12-04-2019,TL6836,Bharatiya Janata Party,1000000,*******8244,691,3300196
12-04-2019,TL6834,Bharatiya Janata Party,1000000,*******8244,691,3300196
12-04-2019,TL12449,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12415,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12469,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12435,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12473,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12403,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12413,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12417,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12465,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12409,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12433,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12445,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12459,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12425,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12437,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12471,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12405,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12411,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12439,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12447,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12455,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12429,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12431,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12461,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12441,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12463,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12467,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12453,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12475,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12407,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12457,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12477,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12451,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12479,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12421,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12423,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12443,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12419,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12427,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12408,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12398,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12394,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12402,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12396,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12390,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12406,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12404,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12392,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12400,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12472,Bharatiya Janata Party,1000000,*******8244,691,3627829
12-04-2019,TL12480,Bharatiya Janata Party,1000000,*******8244,691,3627829
